478000		420000
482000		411000
475000		415000
477000		418000
473000		418000
476000		411000
549000		419000
480000		417000
473000		413000
473000		411000
473000		407000
480000		415000
474000		414000
474000		416000
476000		420000
475000		414000
474000		411000
471000		416000
477000		415000
473000		415000
479000		417000
474000		414000
473000		414000
475000		413000
472000		495000
478000		417000
475000		411000
471000		416000
475000		412000
478000		415000
473000		411000
476000		414000
474000		412000
472000		414000
473000		412000
474000		418000
474000		416000
477000		413000
472000		417000
474000		409000
478000		415000
472000		412000
474000		411000
548000		422000
480000		409000
472000		416000
470000		407000
475000		413000
473000		413000
471000		410000
475000		409000
474000		410000
475000		415000
471000		414000
473000		411000
475000		410000
473000		413000
473000		410000
472000		414000
472000		414000
476000		410000
472000		411000
553000		417000
482000		408000
474000		414000
471000		417000
478000		411000
472000		418000
473000		414000
475000		414000
472000		413000
473000		414000
473000		410000
471000		410000
476000		415000
472000		412000
473000		411000
473000		413000
472000		412000
475000		413000
474000		488000
481000		411000
475000		412000
475000		409000
472000		414000
473000		416000
471000		419000
478000		406000
472000		412000
474000		414000
474000		413000
475000		413000
473000		415000
473000		410000
474000		412000
478000		416000
472000		414000
470000		415000
475000		414000
554000		414000
476000		411000
473000		415000
472000		415000
492000		418000
473000		414000
474000		416000
476000		411000
471000		411000
473000		410000
473000		406000
474000		411000
475000		410000
472000		407000
474000		416000
472000		420000
477000		414000
472000		412000
474000		488000
478000		411000
476000		410000
473000		413000
479000		419000
474000		411000
474000		411000
473000		410000
471000		415000
472000		415000
474000		412000
479000		411000
473000		408000
474000		412000
475000		412000
475000		408000
471000		415000
473000		416000
472000		413000
548000		417000
475000		409000
474000		412000
472000		412000
471000		411000
478000		417000
474000		412000
474000		412000
476000		417000
472000		414000
473000		413000
474000		409000
472000		408000
473000		410000
475000		413000
473000		406000
472000		412000
472000		418000
478000		492000
478000		410000
477000		418000
471000		417000
473000		411000
472000		411000
473000		415000
479000		415000
474000		411000
473000		418000
476000		412000
471000		411000
472000		414000
476000		412000
473000		413000
474000		413000
474000		411000
473000		412000
473000		408000
557000		420000
473000		414000
471000		412000
475000		410000
474000		416000
471000		411000
478000		415000
473000		414000
475000		409000
473000		413000
482000		416000
472000		415000
472000		413000
474000		414000
476000		419000
473000		408000
474000		412000
