63716000		4187000
63734000		4318000
63698000		4189000
63677000		4253000
63688000		4134000
63709000		4223000
63720000		4003000
63690000		4025000
63704000		4300000
63722000		4294000
63733000		4397000
63705000		4411000
63768000		4357000
63766000		4169000
63706000		4277000
63758000		4295000
63769000		4297000
63720000		4150000
63697000		4140000
63733000		4257000
63736000		4203000
63737000		4198000
63709000		4167000
63692000		4261000
63728000		4212000
63679000		4022000
63712000		4189000
63679000		4227000
63697000		4166000
63746000		4138000
63720000		4137000
63695000		4405000
63755000		4339000
63782000		4264000
63693000		4090000
63726000		4247000
63673000		4319000
63690000		4310000
63703000		4212000
63702000		4175000
63711000		4289000
63722000		4299000
63696000		4074000
63727000		4266000
63705000		4214000
63726000		4102000
63645000		4329000
63695000		4200000
63762000		4259000
63719000		4218000
63728000		4241000
63706000		4290000
63722000		4282000
63669000		4188000
63685000		4151000
63743000		4188000
63694000		4147000
63799000		4269000
63715000		4208000
63702000		4094000
63677000		4230000
63698000		4218000
63711000		4265000
63686000		4277000
63737000		4126000
63726000		4367000
63752000		4312000
63708000		4211000
63692000		4158000
63639000		4188000
63694000		4154000
63733000		4253000
63657000		4258000
63676000		4149000
63743000		4169000
63717000		4149000
63677000		4193000
63742000		4212000
63748000		4234000
63697000		4205000
63694000		4265000
63685000		4151000
63747000		4114000
63759000		4235000
63684000		4351000
63690000		4129000
63732000		4372000
63786000		4291000
63923000		4222000
63688000		4325000
63656000		4302000
63710000		4215000
63730000		4220000
63695000		4154000
63690000		4202000
63711000		4134000
63708000		4085000
63696000		4158000
63702000		4076000
63748000		4257000
63777000		4444000
63739000		4251000
63710000		4193000
63696000		4202000
63777000		4058000
63769000		4346000
63688000		4288000
63696000		4157000
63773000		4133000
63713000		4413000
63709000		4435000
63701000		4238000
63717000		4280000
63683000		4219000
63789000		4158000
63726000		4247000
63731000		4132000
63707000		4048000
63733000		4219000
63735000		4168000
63688000		4211000
63819000		4232000
63679000		4040000
63731000		4268000
63734000		4174000
63787000		4046000
63734000		4120000
63759000		4165000
63668000		4154000
63755000		4098000
63713000		4306000
63691000		4251000
63688000		4288000
63707000		4200000
63689000		4219000
63700000		3951000
63715000		4167000
63739000		4352000
63727000		4194000
63757000		4227000
63701000		4122000
63645000		4229000
63676000		4338000
63691000		4150000
63668000		4287000
63697000		4168000
63669000		4299000
63651000		4046000
63676000		4118000
63935000		4268000
63695000		4277000
63701000		4172000
63727000		4228000
63743000		4324000
63728000		4142000
63678000		4195000
63726000		4277000
63673000		4062000
63710000		4185000
63719000		4291000
63736000		4239000
63677000		4363000
63696000		4154000
63738000		4220000
63794000		4129000
63671000		4175000
63715000		4036000
63672000		4165000
63749000		4063000
63728000		4122000
63716000		4208000
63686000		4263000
63758000		4228000
63734000		4250000
63728000		4224000
63708000		4145000
63704000		4154000
63724000		4187000
63730000		4114000
63726000		4302000
63703000		4279000
63717000		4170000
63688000		4211000
63723000		4233000
63682000		4359000
63701000		4281000
63733000		4279000
63722000		4448000
63669000		4184000
63689000		4149000
63732000		4159000
63689000		4147000
63689000		3954000
63724000		4261000
63996000		4244000
63699000		4247000
63710000		4138000
63757000		4353000
63704000		4309000
63721000		4145000
63749000		4010000
63714000		4269000
63691000		4085000
63695000		4029000
63709000		4208000
63682000		4250000
63716000		4335000
63733000		4269000
63739000		4209000
63776000		4109000
63742000		4187000
63750000		4252000
63689000		4161000
63696000		4342000
63684000		4236000
63622000		4118000
63693000		4205000
63684000		4011000
63746000		4360000
63731000		4047000
63745000		4280000
63658000		4207000
63665000		4186000
63706000		4200000
63683000		4144000
63695000		4365000
63704000		4135000
63685000		4197000
63678000		4127000
63732000		4356000
63707000		4105000
63788000		4265000
63664000		4143000
63741000		4194000
63697000		4347000
63714000		4193000
63691000		4270000
63714000		4354000
63695000		4146000
63645000		4022000
63716000		4227000
63668000		4256000
63714000		4096000
63717000		4302000
63708000		4194000
63699000		4307000
63703000		4282000
63687000		4209000
63704000		4225000
63680000		4267000
63694000		4250000
63757000		4103000
63694000		4309000
63725000		4175000
63675000		4208000
63706000		4311000
63798000		4284000
63691000		4124000
63696000		4243000
63711000		4193000
63714000		4129000
63695000		4051000
63711000		4326000
63744000		4292000
63701000		4160000
63683000		4305000
63728000		4204000
63671000		4099000
63673000		4304000
63666000		4421000
63733000		4263000
63720000		4300000
63695000		4246000
63714000		4328000
63687000		4103000
63678000		4237000
63707000		4243000
63684000		4263000
63712000		4242000
63704000		4199000
63682000		4229000
63725000		4152000
63665000		4290000
63689000		4302000
63696000		4213000
63667000		4143000
63703000		4314000
63699000		4219000
63683000		4103000
63664000		4259000
63681000		4216000
63682000		4188000
63682000		4317000
63676000		4244000
63729000		4323000
63698000		4209000
63664000		4244000
63653000		4116000
63713000		4250000
63747000		4235000
63940000		4224000
63718000		4249000
63729000		4236000
63718000		4179000
63746000		4273000
63725000		4283000
63721000		4150000
63731000		4258000
63730000		4193000
63702000		4159000
63726000		4362000
64458000		4165000
63737000		4168000
63752000		4286000
63736000		4252000
63790000		4106000
63764000		4296000
63727000		4209000
63721000		4068000
63723000		4085000
63751000		4177000
63690000		4153000
63750000		4188000
63690000		4096000
63706000		4260000
63721000		4201000
63679000		4251000
63744000		4275000
63684000		4415000
63734000		4160000
63707000		4125000
63730000		4243000
63710000		4166000
63665000		4182000
63689000		4218000
63694000		4218000
63733000		4391000
63681000		4350000
63707000		4208000
63737000		4313000
63660000		4239000
63748000		4305000
63780000		4215000
63717000		4167000
63679000		4160000
63746000		4183000
63678000		4383000
63706000		4265000
63723000		4189000
63704000		4237000
63658000		4246000
63695000		4359000
63681000		4280000
63682000		4472000
63690000		4049000
63729000		4077000
63727000		4272000
63671000		4323000
63696000		4223000
63736000		4308000
63751000		4143000
63697000		4163000
63684000		4254000
63684000		4209000
63662000		4114000
63665000		4125000
63673000		4193000
63727000		4158000
63722000		4171000
63633000		4207000
63712000		4178000
63692000		4165000
63754000		4193000
63685000		4259000
63675000		4164000
63682000		4427000
63715000		4123000
63678000		4128000
63711000		4219000
63711000		4299000
63698000		4070000
63741000		4136000
63694000		4143000
63670000		4207000
63682000		4188000
63756000		4077000
63696000		4145000
63718000		4349000
63696000		4261000
63665000		4332000
63955000		4155000
63639000		4284000
63746000		4265000
63722000		4176000
63725000		4159000
63655000		4164000
63674000		4131000
63716000		4144000
63682000		3982000
63724000		4163000
63643000		4231000
63664000		4249000
63680000		4260000
63751000		4186000
63659000		4298000
63739000		4185000
63686000		4293000
63742000		4355000
63648000		4161000
63692000		4176000
63749000		4069000
63682000		4172000
63684000		4169000
63690000		4206000
63694000		4114000
63735000		4200000
63704000		4169000
63736000		4290000
63728000		4250000
63688000		4241000
63918000		4212000
63676000		4264000
63676000		4264000
63675000		4378000
63687000		4295000
63719000		4185000
63712000		4216000
63701000		4332000
63719000		4111000
63685000		4167000
63706000		4113000
63668000		4199000
63671000		4186000
63660000		4013000
63699000		4018000
63676000		4029000
63733000		4244000
63709000		4162000
63747000		4229000
63689000		4102000
63699000		4217000
63739000		4398000
63758000		4153000
63725000		4089000
63706000		4309000
63752000		4162000
63751000		4115000
63662000		4128000
63705000		4129000
63728000		4216000
63698000		4319000
63727000		4200000
63684000		4111000
63705000		4246000
63713000		4400000
63647000		4146000
63723000		4073000
63714000		4154000
63740000		4312000
63721000		4233000
63730000		4119000
63733000		4153000
63660000		4279000
63686000		4253000
63709000		4087000
63691000		4336000
63699000		4176000
63770000		4325000
63729000		4108000
63714000		4095000
63668000		4239000
63758000		4234000
63762000		4107000
63676000		4232000
63697000		4289000
63751000		4221000
63705000		4265000
63684000		4199000
63728000		4332000
63696000		4264000
63709000		4320000
63687000		4200000
63685000		4117000
63699000		4234000
63652000		4264000
63716000		4349000
63700000		4172000
63741000		4105000
63691000		4140000
63702000		4142000
63699000		4219000
63743000		4128000
63729000		4322000
63725000		4107000
63707000		4072000
63694000		4369000
63702000		4244000
63722000		4353000
63680000		4159000
63696000		4122000
63695000		4276000
63696000		4144000
63726000		4159000
63737000		4205000
63739000		4361000
63730000		4255000
63732000		4185000
63685000		4243000
63675000		4201000
63724000		4092000
63649000		4191000
63708000		4189000
63738000		4220000
63741000		4206000
63715000		4213000
